ISIN_NUMBER,Date,Price
INF179K01UT0,2022-01-28,1073.932
INF179K01UT0,2022-01-31,1089.938
INF179K01UT0,2022-02-01,1095.872
INF179K01UT0,2022-02-02,1105.337
INF179K01UT0,2022-02-03,1096.955
INF179K01UT0,2022-02-04,1089.422
INF179K01UT0,2022-02-07,1078.576
INF179K01UT0,2022-02-08,1076.77
INF179K01UT0,2022-02-09,1088.579
INF179K01UT0,2022-02-10,1095.585
INF179K01UT0,2022-02-11,1083.499
INF179K01UT0,2022-02-14,1047.024
INF179K01UT0,2022-02-15,1073.485
INF179K01UT0,2022-02-16,1069.47
INF179K01UT0,2022-02-17,1064.68
INF179K01UT0,2022-02-18,1063.229
INF179K01UT0,2022-02-21,1055.995
INF179K01UT0,2022-02-22,1044.848
INF179K01UT0,2022-02-23,1044.693
INF179K01UT0,2022-02-24,994.725
INF179K01UT0,2022-02-25,1024.396
INF179K01UT0,2022-02-28,1036.333
INF179K01UT0,2022-03-02,1031.35
INF179K01UT0,2022-03-03,1029.558
INF179K01UT0,2022-03-04,1014.766
INF179K01UT0,2022-03-07,995.426
INF179K01UT0,2022-03-08,1005.512
INF179K01UT0,2022-03-09,1020.352
INF179K01UT0,2022-03-10,1031.092
INF179K01UT0,2022-03-11,1036.862
INF179K01UT0,2022-03-14,1047.348
INF179K01UT0,2022-03-15,1037.17
INF179K01UT0,2022-03-16,1054.596
INF179K01UT0,2022-03-17,1069.814
INF179K01UT0,2022-03-21,1062.48
INF179K01UT0,2022-03-22,1070.462
INF179K01UT0,2022-03-23,1067.749
INF179K01UT0,2022-03-24,1070.207
INF179K01UT0,2022-03-25,1067.427
INF179K01UT0,2022-03-28,1072.188
INF179K01UT0,2022-03-29,1074.345
INF179K01UT0,2022-03-30,1080.74
INF179K01UT0,2022-03-31,1081.826
INF179K01UT0,2022-04-01,1102.673
INF179K01UT0,2022-04-04,1121.442
INF179K01UT0,2022-04-05,1121.646
INF179K01UT0,2022-04-06,1124.442
INF179K01UT0,2022-04-07,1121.899
INF179K01UT0,2022-04-08,1133.811
INF179K01UT0,2022-04-11,1132.165
INF179K01UT0,2022-04-12,1119.28
INF179K01UT0,2022-04-13,1120.082
INF179K01UT0,2022-04-18,1117.072
INF179K01UT0,2022-04-19,1109.292
INF179K01UT0,2022-04-20,1112.45
INF179K01UT0,2022-04-21,1124.365
INF179K01UT0,2022-04-22,1111.554
INF179K01UT0,2022-04-25,1088.834
INF179K01UT0,2022-04-26,1103.351
INF179K01UT0,2022-04-27,1092.662
INF179K01UT0,2022-04-28,1103.895
INF179K01UT0,2022-04-29,1090.949
INF179K01UT0,2022-05-02,1089.725
INF179K01UT0,2022-05-04,1067.666
INF179K01UT0,2022-05-05,1069.964
INF179K01UT0,2022-05-06,1060.463
INF179K01UT0,2022-05-09,1051.52
INF179K01UT0,2022-05-10,1039.484
INF179K01UT0,2022-05-11,1032.875
INF179K01UT0,2022-05-12,1011.61
INF179K01UT0,2022-05-13,1007.384
INF179K01UT0,2022-05-16,1015.796
INF179K01UT0,2022-05-17,1042.473
INF179K01UT0,2022-05-18,1038.29
INF179K01UT0,2022-05-19,1017.907
INF179K01UT0,2022-05-20,1043.631
INF179K01UT0,2022-05-23,1042.175
INF179K01UT0,2022-05-24,1034.702
INF179K01UT0,2022-05-25,1029.523
INF179K01UT0,2022-05-26,1041.815
INF179K01UT0,2022-05-27,1048.774
INF179K01UT0,2022-05-30,1066.55
INF179K01UT0,2022-05-31,1068.359
INF179K01UT0,2022-06-01,1069.628
INF179K01UT0,2022-06-02,1076.116
INF179K01UT0,2022-06-03,1069.543
INF179K01UT0,2022-06-06,1066.424
INF179K01UT0,2022-06-07,1062.821
INF179K01UT0,2022-06-08,1061.276
INF179K01UT0,2022-06-09,1067.363
INF179K01UT0,2022-06-10,1056.358
INF179K01UT0,2022-06-13,1025.764
INF179K01UT0,2022-06-14,1025.209
INF179K01UT0,2022-06-15,1023.049
INF179K01UT0,2022-06-16,999.785
INF179K01UT0,2022-06-17,997.343
INF179K01UT0,2022-06-20,987.776
INF179K01UT0,2022-06-21,1012.825
INF179K01UT0,2022-06-22,1000.417
INF179K01UT0,2022-06-23,1007.723
INF179K01UT0,2022-06-24,1015.63
INF179K01UT0,2022-06-27,1026.722
INF179K01UT0,2022-06-28,1029.698
INF179K01UT0,2022-06-29,1028.252
INF179K01UT0,2022-06-30,1027.426
INF179K01UT0,2022-07-01,1027.077
INF179K01UT0,2022-07-04,1034.788
INF179K01UT0,2022-07-05,1032.181
INF179K01UT0,2022-07-06,1040.679
INF179K01UT0,2022-07-07,1052.458
INF179K01UT0,2022-07-08,1061.272
INF179K01UT0,2022-07-11,1062.754
INF179K01UT0,2022-07-12,1054.839
INF179K01UT0,2022-07-13,1050.055
INF179K01UT0,2022-07-14,1046.095
INF179K01UT0,2022-07-15,1051.767
INF179K01UT0,2022-07-18,1068.307
INF179K01UT0,2022-07-19,1075.615
INF179K01UT0,2022-07-20,1084.394
INF179K01UT0,2022-07-21,1091.914
INF179K01UT0,2022-07-22,1094.515
INF179K01UT0,2022-07-25,1093.683
INF179K01UT0,2022-07-26,1085.488
INF179K01UT0,2022-07-27,1097.977
INF179K01UT0,2022-07-28,1108.751
INF179K01UT0,2022-07-29,1123.139
INF179K01UT0,2022-08-01,1135.259
INF179K01UT0,2022-08-02,1138.451
INF179K01UT0,2022-08-03,1138.03
INF179K01UT0,2022-08-04,1134.441
INF179K01UT0,2022-08-05,1136.398
INF179K01UT0,2022-08-08,1145.653
INF179K01UT0,2022-08-10,1147.097
INF179K01UT0,2022-08-11,1158.975
INF179K01UT0,2022-08-12,1163.498
INF179K01UT0,2022-08-16,1169.433
INF179K01UT0,2022-08-17,1176.243
INF179K01UT0,2022-08-18,1176.209
INF179K01UT0,2022-08-19,1165.196
INF179K01UT0,2022-08-22,1151.224
INF179K01UT0,2022-08-23,1158.806
INF179K01UT0,2022-08-24,1160.422
INF179K01UT0,2022-08-25,1158.519
INF179K01UT0,2022-08-26,1165.223
INF179K01UT0,2022-08-29,1151.285
INF179K01UT0,2022-08-30,1175.395
INF179K01UT0,2022-09-01,1167.939
INF179K01UT0,2022-09-02,1169.902
INF179K01UT0,2022-09-05,1177.008
INF179K01UT0,2022-09-06,1179.927
INF179K01UT0,2022-09-07,1181.747
INF179K01UT0,2022-09-08,1190.795
INF179K01UT0,2022-09-09,1193.356
INF179K01UT0,2022-09-12,1199.999
INF179K01UT0,2022-09-13,1205.517
INF179K01UT0,2022-09-14,1203.829
INF179K01UT0,2022-09-15,1201.86
INF179K01UT0,2022-09-16,1181.158
INF179K01UT0,2022-09-19,1185.519
INF179K01UT0,2022-09-20,1195.688
INF179K01UT0,2022-09-21,1188.764
INF179K01UT0,2022-09-22,1182.259
INF179K01UT0,2022-09-23,1161.467
INF179K01UT0,2022-09-26,1139.192
INF179K01UT0,2022-09-27,1137.874
INF179K01UT0,2022-09-28,1128.535
INF179K01UT0,2022-09-29,1130.124
INF179K01UT0,2022-09-30,1144.296
INF179K01UT0,2022-10-03,1135.922
INF179K01UT0,2022-10-04,1159.468
INF179K01UT0,2022-10-06,1168.92
INF179K01UT0,2022-10-07,1165.368
INF179K01UT0,2022-10-10,1161.536
INF179K01UT0,2022-10-11,1146.046
INF179K01UT0,2022-10-12,1154.375
INF179K01UT0,2022-10-13,1146.87
INF179K01UT0,2022-10-14,1155.818
INF179K01UT0,2022-10-17,1164.85
INF179K01UT0,2022-10-18,1180.17
INF179K01UT0,2022-10-19,1178.182
INF179K01UT0,2022-10-20,1182.673
INF179K01UT0,2022-10-21,1186.68
INF179K01UT0,2022-10-25,1202.988
INF179K01UT0,2022-10-27,1209.867
INF179K01UT0,2022-10-28,1208.447
INF179K01UT0,2022-10-31,1219.994
INF179K01UT0,2022-11-01,1227.671
INF179K01UT0,2022-11-02,1222.419
INF179K01UT0,2022-11-03,1222.662
INF179K01UT0,2022-11-04,1222.478
INF179K01UT0,2022-11-07,1234.296
INF179K01UT0,2022-11-09,1232.395
INF179K01UT0,2022-11-10,1223.797
INF179K01UT0,2022-11-11,1238.199
INF179K01UT0,2022-11-14,1235.048
INF179K01UT0,2022-11-15,1240.933
INF179K01UT0,2022-11-16,1244.988
INF179K01UT0,2022-11-17,1241.659
INF179K01UT0,2022-11-18,1236.909
INF179K01UT0,2022-11-21,1232.381
INF179K01UT0,2022-11-22,1239.035
INF179K01UT0,2022-11-23,1242.87
INF179K01UT0,2022-11-24,1256.229
INF179K01UT0,2022-11-25,1258.172
INF179K01UT0,2022-11-28,1260.648
INF179K01UT0,2022-11-29,1263.247
INF179K01UT0,2022-11-30,1270.375
INF179K01UT0,2022-12-01,1274.818
INF179K01UT0,2022-12-02,1271.434
INF179K01UT0,2022-12-05,1272.799
INF179K01UT0,2022-12-06,1265.881
INF179K01UT0,2022-12-07,1262.175
INF179K01UT0,2022-12-08,1270.243
INF179K01UT0,2022-12-09,1260.699
INF179K01UT0,2022-12-12,1263.402
INF179K01UT0,2022-12-13,1271.329
INF179K01UT0,2022-12-14,1275.049
INF179K01UT0,2022-12-15,1261.739
INF179K01UT0,2022-12-16,1249.642
INF179K01UT0,2022-12-19,1258.019
INF179K01UT0,2022-12-20,1255.086
INF179K01UT0,2022-12-21,1240.731
INF179K01UT0,2022-12-22,1233.206
INF179K01UT0,2022-12-23,1211.344
INF179K01UT0,2022-12-26,1231.689
INF179K01UT0,2022-12-27,1237.985
INF179K01UT0,2022-12-28,1237.806
INF179K01UT0,2022-12-29,1245.415
INF179K01UT0,2022-12-30,1239.765
INF179K01UT0,2023-01-02,1247.196
INF179K01UT0,2023-01-03,1250.363
INF179K01UT0,2023-01-04,1237.77
INF179K01UT0,2023-01-05,1237.598
INF179K01UT0,2023-01-06,1230.317
INF179K01UT0,2023-01-09,1245.338
INF179K01UT0,2023-01-10,1234.03
INF179K01UT0,2023-01-11,1232.447
INF179K01UT0,2023-01-12,1233.226
INF179K01UT0,2023-01-13,1239.886
INF179K01UT0,2023-01-16,1236.771
INF179K01UT0,2023-01-17,1242.179
INF179K01UT0,2023-01-18,1247.578
INF179K01UT0,2023-01-19,1248.128
INF179K01UT0,2023-01-20,1246.983
INF179K01UT0,2023-01-23,1253.951
INF179K01UT0,2023-01-24,1250.037
INF179K01UT0,2023-01-25,1231.515
INF179K01UT0,2023-01-27,1211.492
INF179K01UT0,2023-01-30,1212.053
INF179K01UT0,2023-01-31,1221.969
INF179K01UT0,2023-02-01,1212.027
INF179K01UT0,2023-02-02,1213.282
INF179K01UT0,2023-02-03,1226.154
INF179K01UT0,2023-02-06,1224.954
INF179K01UT0,2023-02-07,1222.235
INF179K01UT0,2023-02-08,1227.577
INF179K01UT0,2023-02-09,1228.496
INF179K01UT0,2023-02-10,1226.623
INF179K01UT0,2023-02-13,1219.642
INF179K01UT0,2023-02-14,1224.611
INF179K01UT0,2023-02-15,1231.936
INF179K01UT0,2023-02-16,1240.262
INF179K01UT0,2023-02-17,1232.383
INF179K01UT0,2023-02-20,1227.046
INF179K01UT0,2023-02-21,1226.162
INF179K01UT0,2023-02-22,1210.849
INF179K01UT0,2023-02-23,1210.045
INF179K01UT0,2023-02-24,1208.302
INF179K01UT0,2023-02-27,1206.4
INF179K01UT0,2023-02-28,1199.737
INF179K01UT0,2023-03-01,1211.098
INF179K01UT0,2023-03-02,1204.602
INF179K01UT0,2023-03-03,1219.831
INF179K01UT0,2023-03-06,1227.299
INF179K01UT0,2023-03-08,1231.177
INF179K01UT0,2023-03-09,1224.201
INF179K01UT0,2023-03-10,1213.568
INF179K01UT0,2023-03-13,1196.95
INF179K01UT0,2023-03-14,1191.596
INF179K01UT0,2023-03-15,1187.293
INF179K01UT0,2023-03-16,1188.253
INF179K01UT0,2023-03-17,1197.792
INF179K01UT0,2023-03-20,1188.502
INF179K01UT0,2023-03-21,1194.606
INF179K01UT0,2023-03-22,1196.027
INF179K01UT0,2023-03-23,1189.823
INF179K01UT0,2023-03-24,1183.961
INF179K01UT0,2023-03-27,1184.482
INF179K01UT0,2023-03-28,1180.046
INF179K01UT0,2023-03-29,1191.149
INF179K01UT0,2023-03-31,1207.796
INF179K01UT0,2023-04-03,1211.431
INF179K01UT0,2023-04-05,1215.141
INF179K01UT0,2023-04-06,1216.836
INF179K01UT0,2023-04-10,1222.166
INF179K01UT0,2023-04-11,1227.849
INF179K01UT0,2023-04-12,1232.139
INF179K01UT0,2023-04-13,1230.733
INF179K01UT0,2023-04-17,1221.805
INF179K01UT0,2023-04-18,1222.716
INF179K01UT0,2023-04-19,1217.419
INF179K01UT0,2023-04-20,1219.745
INF179K01UT0,2023-04-21,1218.671
INF179K01UT0,2023-04-24,1227.399
INF179K01UT0,2023-04-25,1230.567
INF179K01UT0,2023-04-26,1234.924
INF179K01UT0,2023-04-27,1241.54
INF179K01UT0,2023-04-28,1248.992
INF179K01UT0,2023-05-02,1255.483
INF179K01UT0,2023-05-03,1253.873
INF179K01UT0,2023-05-04,1262.765
INF179K01UT0,2023-05-05,1251.155
INF179K01UT0,2023-05-08,1263.454
INF179K01UT0,2023-05-09,1261.906
INF179K01UT0,2023-05-10,1265.399
INF179K01UT0,2023-05-11,1267.444
INF179K01UT0,2023-05-12,1266.925
INF179K01UT0,2023-05-15,1275.591
INF179K01UT0,2023-05-16,1274.587
INF179K01UT0,2023-05-17,1269.446
INF179K01UT0,2023-05-18,1264.624
INF179K01UT0,2023-05-19,1268.937
INF179K01UT0,2023-05-22,1274.215
INF179K01UT0,2023-05-23,1275.508
INF179K01UT0,2023-05-24,1272.869
INF179K01UT0,2023-05-25,1273.617
INF179K01UT0,2023-05-26,1281.558
INF179K01UT0,2023-05-29,1287.009
INF179K01UT0,2023-05-30,1289.603
INF179K01UT0,2023-05-31,1289.451
INF179K01UT0,2023-06-01,1288.266
INF179K01UT0,2023-06-02,1294.758
INF179K01UT0,2023-06-05,1303.944
INF179K01UT0,2023-06-06,1306.407
INF179K01UT0,2023-06-07,1314.608
INF179K01UT0,2023-06-08,1311.101
INF179K01UT0,2023-06-09,1311.999
INF179K01UT0,2023-06-12,1317.247
INF179K01UT0,2023-06-13,1320.431
INF179K01UT0,2023-06-14,1323.261
INF179K01UT0,2023-06-15,1321.106
INF179K01UT0,2023-06-16,1333.192
INF179K01UT0,2023-06-19,1330.836
INF179K01UT0,2023-06-20,1334.721
INF179K01UT0,2023-06-21,1336.259
INF179K01UT0,2023-06-22,1329.821
INF179K01UT0,2023-06-23,1321.254
INF179K01UT0,2023-06-26,1324.928
INF179K01UT0,2023-06-27,1333.254
INF179K01UT0,2023-06-28,1339.663
INF179K01UT0,2023-06-30,1353.096
INF179K01UT0,2023-07-03,1359.499
INF179K01UT0,2023-07-04,1361.107
INF179K01UT0,2023-07-05,1362.113
INF179K01UT0,2023-07-06,1372.818
INF179K01UT0,2023-07-07,1365.71
INF179K01UT0,2023-07-10,1361.338
INF179K01UT0,2023-07-11,1371.266
INF179K01UT0,2023-07-12,1367.987
INF179K01UT0,2023-07-13,1367.425
INF179K01UT0,2023-07-14,1376.135
INF179K01UT0,2023-07-17,1382.345
INF179K01UT0,2023-07-18,1383.655
INF179K01UT0,2023-07-19,1389.355
INF179K01UT0,2023-07-20,1396.105
INF179K01UT0,2023-07-21,1387.464
INF179K01UT0,2023-07-24,1391.956
INF179K01UT0,2023-07-25,1395.518
INF179K01UT0,2023-07-26,1399.075
INF179K01UT0,2023-07-27,1399.276
INF179K01UT0,2023-07-28,1403.774
INF179K01UT0,2023-07-31,1413.561
INF179K01UT0,2023-08-01,1415.013
INF179K01UT0,2023-08-02,1398.498
INF179K01UT0,2023-08-03,1391.645
INF179K01UT0,2023-08-04,1398.372
INF179K01UT0,2023-08-07,1405.375
INF179K01UT0,2023-08-08,1410.69
INF179K01UT0,2023-08-09,1416.347
INF179K01UT0,2023-08-10,1410.37
INF179K01UT0,2023-08-11,1405.795
INF179K01UT0,2023-08-14,1403.417
INF179K01UT0,2023-08-16,1408.541
INF179K01UT0,2023-08-17,1406.278
INF179K01UT0,2023-08-18,1400.66
INF179K01UT0,2023-08-21,1406.117
INF179K01UT0,2023-08-22,1408.474
INF179K01UT0,2023-08-23,1419.01
INF179K01UT0,2023-08-24,1416.68
INF179K01UT0,2023-08-25,1406.021
INF179K01UT0,2023-08-28,1411.66
INF179K01UT0,2023-08-29,1416.576
INF179K01UT0,2023-08-30,1416.987
INF179K01UT0,2023-08-31,1414.924
INF179K01UT0,2023-09-01,1430.841
INF179K01UT0,2023-09-04,1440.309
INF179K01UT0,2023-09-05,1440.237
INF179K01UT0,2023-09-06,1442.618
INF179K01UT0,2023-09-07,1450.919
INF179K01UT0,2023-09-08,1459.906
INF179K01UT0,2023-09-11,1468.865
INF179K01UT0,2023-09-12,1455.222
INF179K01UT0,2023-09-13,1463.122
INF179K01UT0,2023-09-14,1468.698
INF179K01UT0,2023-09-15,1477.401
INF179K01UT0,2023-09-18,1476.051
INF179K01UT0,2023-09-20,1462.877
INF179K01UT0,2023-09-21,1447.768
INF179K01UT0,2023-09-22,1441.848
INF179K01UT0,2023-09-25,1439.619
INF179K01UT0,2023-09-26,1438.101
INF179K01UT0,2023-09-27,1438.916
INF179K01UT0,2023-09-29,1442.501
INF179K01UT0,2023-10-03,1437.796
INF179K01UT0,2023-10-04,1424.936
INF179K01UT0,2023-10-05,1431.867
INF179K01UT0,2023-10-06,1435.947
INF179K01UT0,2023-10-09,1426.493
INF179K01UT0,2023-10-10,1442.306
INF179K01UT0,2023-10-11,1446.954
INF179K01UT0,2023-10-12,1445.562
INF179K01UT0,2023-10-13,1441.824
INF179K01UT0,2023-10-16,1445.814
INF179K01UT0,2023-10-17,1452.248
INF179K01UT0,2023-10-18,1447.298
INF179K01UT0,2023-10-19,1443.369
INF179K01UT0,2023-10-20,1437.063
INF179K01UT0,2023-10-23,1417.586
INF179K01UT0,2023-10-25,1402.993
INF179K01UT0,2023-10-26,1389.271
INF179K01UT0,2023-10-27,1405.447
INF179K01UT0,2023-10-30,1410.329
INF179K01UT0,2023-10-31,1409.173
INF179K01UT0,2023-11-01,1403.269
INF179K01UT0,2023-11-02,1414.647
INF179K01UT0,2023-11-03,1426.008
INF179K01UT0,2023-11-06,1434.429
INF179K01UT0,2023-11-07,1439.698
INF179K01UT0,2023-11-08,1441.622
INF179K01UT0,2023-11-09,1445.198
INF179K01UT0,2023-11-10,1449.023
INF179K01UT0,2023-11-13,1449.051
INF179K01UT0,2023-11-15,1463.69
INF179K01UT0,2023-11-16,1474.412
INF179K01UT0,2023-11-17,1473.236
INF179K01UT0,2023-11-20,1473.942
INF179K01UT0,2023-11-21,1478.848
INF179K01UT0,2023-11-22,1478.885
INF179K01UT0,2023-11-23,1474.859
INF179K01UT0,2023-11-24,1480.933
INF179K01UT0,2023-11-28,1487.406
INF179K01UT0,2023-11-29,1502.735
INF179K01UT0,2023-11-30,1514.032
INF179K01UT0,2023-12-01,1525.745
INF179K01UT0,2023-12-04,1558.026
INF179K01UT0,2023-12-05,1569.332
INF179K01UT0,2023-12-06,1569.482
INF179K01UT0,2023-12-07,1572.941
INF179K01UT0,2023-12-08,1584.147
INF179K01UT0,2023-12-11,1585.827
INF179K01UT0,2023-12-12,1577.958
INF179K01UT0,2023-12-13,1586.323
INF179K01UT0,2023-12-14,1600.342
INF179K01UT0,2023-12-15,1614.493
INF179K01UT0,2023-12-18,1611.655
INF179K01UT0,2023-12-19,1615.012
INF179K01UT0,2023-12-20,1587.331
INF179K01UT0,2023-12-21,1594.534
INF179K01UT0,2023-12-22,1600.253
INF179K01UT0,2023-12-26,1613.592
INF179K01UT0,2023-12-27,1624.605
INF179K01UT0,2023-12-28,1635.647
INF179K01UT0,2023-12-29,1629.704
INF179K01UT0,2024-01-01,1630.733
INF179K01UT0,2024-01-02,1625.154
INF179K01UT0,2024-01-03,1626.456
INF179K01UT0,2024-01-04,1639.856
INF179K01UT0,2024-01-05,1645.4
INF179K01UT0,2024-01-08,1633.261
INF179K01UT0,2024-01-09,1639.421
INF179K01UT0,2024-01-10,1645.82
INF179K01UT0,2024-01-11,1645.656
INF179K01UT0,2024-01-12,1656.416
INF179K01UT0,2024-01-15,1670.672
INF179K01UT0,2024-01-16,1662.722
INF179K01UT0,2024-01-17,1636.08
INF179K01UT0,2024-01-18,1633.205
INF179K01UT0,2024-01-19,1648.381
INF179K01UT0,2024-01-23,1629.817
INF179K01UT0,2024-01-24,1647.791
INF179K01UT0,2024-01-25,1633.499
INF179K01UT0,2024-01-29,1652.887
INF179K01UT0,2024-01-30,1648.813
INF179K01UT0,2024-01-31,1667.195
INF179K01UT0,2024-02-01,1674.616
INF179K01UT0,2024-02-02,1679.14
INF179K01UT0,2024-02-05,1675.732
INF179K01UT0,2024-02-06,1687.181
INF179K01UT0,2024-02-07,1686.694
INF179K01UT0,2024-02-08,1682.492
INF179K01UT0,2024-02-09,1683.728
INF179K01UT0,2024-02-12,1669.21
INF179K01UT0,2024-02-13,1685.676
INF179K01UT0,2024-02-14,1696.13
INF179K01UT0,2024-02-15,1706.579
INF179K01UT0,2024-02-16,1717.329
INF179K01UT0,2024-02-19,1722.112
INF179K01UT0,2024-02-20,1732.942
INF179K01UT0,2024-02-21,1722.0
INF179K01UT0,2024-02-22,1732.54
INF179K01UT0,2024-02-23,1735.626
INF179K01UT0,2024-02-26,1731.587
INF179K01UT0,2024-02-27,1736.664
INF179K01UT0,2024-02-28,1719.561
INF179K01UT0,2024-02-29,1718.927
INF179K01UT0,2024-03-01,1738.431
INF179K01UT0,2024-03-04,1743.771
INF179K01UT0,2024-03-05,1747.377
INF179K01UT0,2024-03-06,1754.28
INF179K01UT0,2024-03-07,1754.2
INF179K01UT0,2024-03-11,1751.149
INF179K01UT0,2024-03-12,1740.282
INF179K01UT0,2024-03-13,1710.295
INF179K01UT0,2024-03-14,1721.192
INF179K01UT0,2024-03-15,1712.789
INF179K01UT0,2024-03-18,1715.899
INF179K01UT0,2024-03-19,1700.539
INF179K01UT0,2024-03-20,1699.942
INF179K01UT0,2024-03-21,1715.957
INF179K01UT0,2024-03-22,1726.513
INF179K01UT0,2024-03-26,1723.905
INF179K01UT0,2024-03-27,1727.313
INF179K01UT0,2024-03-28,1740.431
INF179K01UT0,2024-03-31,1740.457
INF179K01UT0,2024-04-01,1755.672
INF179K01UT0,2024-04-02,1757.667
INF179K01UT0,2024-04-03,1759.755
INF179K01UT0,2024-04-04,1763.545
INF179K01UT0,2024-04-05,1768.908
INF179K01UT0,2024-04-08,1776.619
INF179K01UT0,2024-04-09,1778.869
INF179K01UT0,2024-04-10,1783.552
INF179K01UT0,2024-04-12,1767.613
INF179K01UT0,2024-04-15,1750.382
INF179K01UT0,2024-04-16,1746.998
INF179K01UT0,2024-04-18,1736.383
INF179K01UT0,2024-04-19,1747.471
INF179K01UT0,2024-04-22,1761.623
INF179K01UT0,2024-04-23,1767.297
INF179K01UT0,2024-04-24,1777.608
INF179K01UT0,2024-04-25,1794.905
INF179K01UT0,2024-04-26,1787.061
INF179K01UT0,2024-04-29,1798.671
INF179K01UT0,2024-04-30,1798.293
INF179K01UT0,2024-05-02,1799.823
INF179K01UT0,2024-05-03,1793.881
INF179K01UT0,2024-05-06,1794.214
INF179K01UT0,2024-05-07,1774.723
INF179K01UT0,2024-05-08,1779.742
INF179K01UT0,2024-05-09,1760.274
INF179K01UT0,2024-05-10,1767.277
INF179K01UT0,2024-05-13,1777.055
INF179K01UT0,2024-05-14,1781.763
INF179K01UT0,2024-05-15,1791.193
INF179K01UT0,2024-05-16,1814.742
INF179K01UT0,2024-05-17,1818.559
INF179K01UT0,2024-05-21,1829.592
INF179K01UT0,2024-05-22,1832.895
INF179K01UT0,2024-05-23,1856.911
INF179K01UT0,2024-05-24,1861.229
INF179K01UT0,2024-05-27,1861.924
INF179K01UT0,2024-05-28,1856.931
INF179K01UT0,2024-05-29,1843.622
INF179K01UT0,2024-05-30,1833.948
INF179K01UT0,2024-05-31,1837.41
INF179K01UT0,2024-06-03,1882.893
INF179K01UT0,2024-06-04,1785.974
INF179K01UT0,2024-06-05,1842.035
INF179K01UT0,2024-06-06,1864.534
INF179K01UT0,2024-06-07,1892.249
INF179K01UT0,2024-06-10,1899.067
INF179K01UT0,2024-06-11,1899.626
INF179K01UT0,2024-06-12,1906.433
INF179K01UT0,2024-06-13,1910.204
INF179K01UT0,2024-06-14,1916.596
INF179K01UT0,2024-06-18,1926.771
INF179K01UT0,2024-06-19,1930.442
INF179K01UT0,2024-06-20,1936.843
INF179K01UT0,2024-06-21,1938.259
INF179K01UT0,2024-06-24,1942.417
INF179K01UT0,2024-06-25,1959.351
INF179K01UT0,2024-06-26,1960.569
INF179K01UT0,2024-06-27,1966.972
INF179K01UT0,2024-06-28,1958.082
INF179K01UT0,2024-07-01,1967.11
INF179K01UT0,2024-07-02,1963.919
INF179K01UT0,2024-07-03,1978.961
INF179K01UT0,2024-07-04,1987.799
INF179K01UT0,2024-07-05,1987.268
INF179K01UT0,2024-07-08,1984.904
INF179K01UT0,2024-07-09,1997.182
INF179K01UT0,2024-07-10,1992.359
INF179K01UT0,2024-07-11,1992.476
INF179K01UT0,2024-07-12,2000.935
INF179K01UT0,2024-07-15,2007.897
INF179K01UT0,2024-07-16,2009.716
INF179K01UT0,2024-07-18,2015.972
INF179K01UT0,2024-07-19,2001.124
INF179K01UT0,2024-07-22,2002.126
INF179K01UT0,2024-07-23,1997.726
INF179K01UT0,2024-07-24,2000.397
INF179K01UT0,2024-07-25,1993.255
INF179K01UT0,2024-07-26,2021.822
INF179K01UT0,2024-07-29,2018.893
INF179K01UT0,2024-07-30,2017.082
INF179K01UT0,2024-07-31,2023.963
INF179K01UT0,2024-08-01,2026.22
INF179K01UT0,2024-08-02,2008.971
INF179K01UT0,2024-08-05,1964.229
INF179K01UT0,2024-08-06,1957.23
INF179K01UT0,2024-08-07,1979.191
INF179K01UT0,2024-08-08,1974.683
INF179K01UT0,2024-08-09,1987.259
INF179K01UT0,2024-08-12,1992.15
INF179K01UT0,2024-08-13,1979.108
INF179K01UT0,2024-08-14,1977.608
INF179K01UT0,2024-08-16,2003.933
INF179K01UT0,2024-08-19,2001.455
INF179K01UT0,2024-08-20,2010.868
INF179K01UT0,2024-08-21,2017.527
INF179K01UT0,2024-08-22,2024.027
INF179K01UT0,2024-08-23,2021.512
INF179K01UT0,2024-08-26,2034.056
INF179K01UT0,2024-08-27,2040.485
INF179K01UT0,2024-08-28,2042.57
INF179K01UT0,2024-08-29,2044.71
INF179K01UT0,2024-08-30,2059.756
INF179K01UT0,2024-09-02,2063.83
INF179K01UT0,2024-09-03,2068.741
INF179K01UT0,2024-09-04,2069.385
INF179K01UT0,2024-09-05,2067.343
INF179K01UT0,2024-09-06,2047.724
INF179K01UT0,2024-09-09,2051.472
INF179K01UT0,2024-09-10,2066.794
INF179K01UT0,2024-09-11,2061.885
INF179K01UT0,2024-09-12,2091.319
INF179K01UT0,2024-09-13,2088.326
INF179K01UT0,2024-09-16,2090.836
INF179K01UT0,2024-09-17,2096.246
INF179K01UT0,2024-09-18,2093.962
INF179K01UT0,2024-09-19,2094.55
INF179K01UT0,2024-09-20,2121.14
INF179K01UT0,2024-09-23,2136.252
INF179K01UT0,2024-09-24,2134.62
INF179K01UT0,2024-09-25,2143.465
INF179K01UT0,2024-09-26,2154.06
INF179K01UT0,2024-09-27,2147.796
INF179K01UT0,2024-09-30,2121.387
INF179K01UT0,2024-10-01,2123.991
INF179K01UT0,2024-10-03,2083.512
INF179K01UT0,2024-10-04,2071.483
INF179K01UT0,2024-10-07,2051.088
INF179K01UT0,2024-10-08,2066.043
INF179K01UT0,2024-10-09,2080.393
INF179K01UT0,2024-10-10,2083.105
INF179K01UT0,2024-10-11,2078.892
