,isin,name,category,crisil_rating,detail_info,fund_rating,last_nav,lump_available,sip_available,volatility,maturity_type,1_year,3_year,5_year
0,INF00XX01168,ITI Multi Cap Growth Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,2.0,23.5733,Y,Y,18.4115,Open Ended,-3.34313,17.3873,24.7099
1,INF00XX01176,ITI Multi Cap IDCW Payout Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,2.0,21.7236,Y,Y,18.5413,Open Ended,-3.34274,17.3738,24.7013
2,INF00XX01184,ITI Multi Cap IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,2.0,21.7236,Y,Y,18.5413,Open Ended,-3.34274,17.3738,24.7013
3,INF00XX01283,ITI Liquid Growth Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1351.3047,Y,Y,0.0860543,Open Ended,7.17795,6.58977,5.18482
4,INF00XX01291,ITI Liquid Daily IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1001.5882,Y,Y,0.0247494,Open Ended,5.77199,6.10948,4.8183
5,INF00XX01309,ITI Liquid Weekly IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1002.4628,Y,Y,0.5937,Open Ended,7.18614,6.59635,5.15349
6,INF00XX01317,ITI Liquid Fortnightly IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1001.0,Y,Y,0.72136,Open Ended,0.0,0.0,0.0
7,INF00XX01325,ITI Liquid Monthly IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1003.9614,Y,Y,1.25667,Open Ended,6.58329,6.37486,4.95409
8,INF00XX01333,ITI Liquid Annually IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1352.5978,Y,Y,0.097988,Open Ended,7.20093,6.61021,5.20948
9,INF00XX01341,ITI Liquid Fortnightly IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1001.0,Y,Y,0.72136,Open Ended,0.0,0.0,0.0
10,INF00XX01358,ITI Liquid Monthly IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1003.9614,Y,Y,1.25667,Open Ended,6.58329,6.37486,4.95409
11,INF00XX01366,ITI Liquid Annually IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1352.5978,Y,Y,0.097988,Open Ended,7.20093,6.61021,5.20948
12,INF00XX01390,ITI ELSS Tax Saver Growth Direct Plan,ELSS,Very High Risk,https://www.itiamc.com/downloads,4.0,24.5001,Y,Y,18.2606,Open Ended,2.17476,18.4988,27.218
13,INF00XX01408,ITI ELSS Tax Saver IDCW Payout Direct Plan,ELSS,Very High Risk,https://www.itiamc.com/downloads,4.0,22.5921,Y,Y,18.3884,Open Ended,2.17491,18.4988,27.2181
14,INF00XX01440,ITI Arbitrage Growth Direct Plan,Equity,Low Risk,https://www.itiamc.com/downloads,,13.2995,Y,Y,1.04217,Open Ended,7.87079,6.64104,5.26476
15,INF00XX01457,ITI Arbitrage IDCW Payout Direct Plan,Equity,Low Risk,https://www.itiamc.com/downloads,,13.2995,Y,Y,1.04217,Open Ended,7.87079,6.64104,5.26476
16,INF00XX01465,ITI Arbitrage IDCW Reinvest Direct Plan,Equity,Low Risk,https://www.itiamc.com/downloads,,13.2995,Y,Y,1.04217,Open Ended,7.87079,6.64104,5.26476
17,INF00XX01564,ITI Overnight Growth Direct Plan,Debt - Bonds,Low Risk,https://www.itiamc.com/downloads,,1296.1634,Y,Y,0.0741055,Open Ended,6.38445,6.11156,4.89802
18,INF00XX01572,ITI Overnight Daily IDCW Reinvest Direct Plan,Debt - Bonds,Low Risk,https://www.itiamc.com/downloads,,1001.0,Y,Y,0.0466009,Open Ended,6.4409,4.47521,0.0
19,INF00XX01580,ITI Overnight Weekly IDCW Reinvest Direct Plan,Debt - Bonds,Low Risk,https://www.itiamc.com/downloads,,1001.0,Y,Y,0.465806,Open Ended,0.0,0.0,0.0
20,INF00XX01598,ITI Overnight Fortnightly IDCW Reinvest Direct Plan,Debt - Bonds,Low Risk,https://www.itiamc.com/downloads,,1003.0945,Y,Y,0.739948,Open Ended,5.97073,0.0,0.0
21,INF00XX01606,ITI Overnight Monthly IDCW Reinvest Direct Plan,Debt - Bonds,Low Risk,https://www.itiamc.com/downloads,,1002.7299,Y,Y,1.17537,Open Ended,6.37779,6.11144,4.8996
22,INF00XX01614,ITI Overnight Annually IDCW Reinvest Direct Plan,Debt - Bonds,Low Risk,https://www.itiamc.com/downloads,,1000.514,Y,Y,0.0657784,Open Ended,-14.1052,-1.79841,0.0
23,INF00XX01622,ITI Overnight Fortnightly IDCW Payout Direct Plan,Debt - Bonds,Low Risk,https://www.itiamc.com/downloads,,1003.0945,Y,Y,0.758756,Open Ended,5.97073,0.0,0.0
24,INF00XX01630,ITI Overnight Monthly IDCW Payout Direct Plan,Debt - Bonds,Low Risk,https://www.itiamc.com/downloads,,1002.7299,Y,Y,1.17537,Open Ended,6.37779,6.11144,4.8996
25,INF00XX01648,ITI Overnight Annually IDCW Payout Direct Plan,Debt - Bonds,Low Risk,https://www.itiamc.com/downloads,,1000.514,Y,Y,0.0657784,Open Ended,0.0,0.0,0.0
26,INF00XX01689,ITI Balanced Advantage Growth Direct Plan,Equity,Moderately High Risk,https://www.itiamc.com/downloads,3.0,15.1869,Y,Y,13.7425,Open Ended,4.05407,10.5906,16.0035
27,INF00XX01697,ITI Balanced Advantage IDCW Payout Direct Plan,Equity,Moderately High Risk,https://www.itiamc.com/downloads,2.0,13.6551,Y,Y,13.8574,Open Ended,0.43239,9.29241,15.1845
28,INF00XX01705,ITI Balanced Advantage IDCW Reinvest Direct Plan,Equity,Moderately High Risk,https://www.itiamc.com/downloads,2.0,13.6551,Y,Y,13.8574,Open Ended,0.43239,9.29241,15.1845
29,INF00XX01747,ITI Small Cap Growth Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,3.0,28.3308,Y,Y,20.7019,Open Ended,9.13798,25.276,34.9469
30,INF00XX01754,ITI Small Cap IDCW Payout Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,3.0,27.4114,Y,Y,20.8089,Open Ended,9.13789,25.2759,34.9468
31,INF00XX01762,ITI Small Cap IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,3.0,27.4114,Y,Y,20.8089,Open Ended,9.13789,25.2759,34.9468
32,INF00XX01804,ITI Large Cap Growth Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,4.0,18.0413,Y,Y,14.8213,Open Ended,-1.02995,12.4041,0.0
33,INF00XX01812,ITI Large Cap IDCW Payout Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,4.0,18.0413,Y,Y,14.8213,Open Ended,-1.02995,12.4041,0.0
34,INF00XX01820,ITI Large Cap IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,4.0,18.0413,Y,Y,14.8213,Open Ended,-1.02995,12.4041,0.0
35,INF00XX01861,ITI Banking & PSU Debt Growth Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,4.0,13.1295,Y,Y,0.70804,Open Ended,8.50684,7.21315,0.0
36,INF00XX01879,ITI Banking & PSU Debt IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,5.0,13.1303,Y,Y,0.708097,Open Ended,8.51345,7.21533,0.0
37,INF00XX01887,ITI Banking & PSU Debt IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,5.0,13.1303,Y,Y,0.708097,Open Ended,8.51345,7.21533,0.0
38,INF00XX01929,ITI Mid Cap Growth Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,5.0,20.8492,Y,Y,16.4618,Open Ended,1.74437,22.0676,0.0
39,INF00XX01937,ITI Mid Cap IDCW Payout Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,5.0,19.9793,Y,Y,16.6423,Open Ended,1.74334,22.0671,0.0
40,INF00XX01945,ITI Mid Cap IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,5.0,19.9793,Y,Y,16.6423,Open Ended,1.74334,22.0671,0.0
41,INF00XX01AE2,ITI Ultra Short Duration Growth Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,4.0,1258.5955,Y,Y,0.316122,Open Ended,7.53305,6.81243,0.0
42,INF00XX01AF9,ITI Ultra Short Duration Daily IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1001.0,Y,Y,0.127123,Open Ended,6.50145,0.0,0.0
43,INF00XX01AG7,ITI Ultra Short Duration Weekly IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1001.5577,Y,Y,0.747072,Open Ended,6.37204,0.0,0.0
44,INF00XX01AH5,ITI Ultra Short Duration Fortnightly IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1002.9939,Y,Y,1.045,Open Ended,6.54818,0.0,0.0
45,INF00XX01AI3,ITI Ultra Short Duration Monthly IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1004.605,Y,Y,1.58242,Open Ended,0.0,0.0,0.0
46,INF00XX01AJ1,ITI Ultra Short Duration Annually IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,4.0,1260.2004,Y,Y,0.316828,Open Ended,7.5541,6.8449,0.0
47,INF00XX01AK9,ITI Ultra Short Duration Fortnightly IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1002.9939,Y,Y,1.04598,Open Ended,6.54818,0.0,0.0
48,INF00XX01AL7,ITI Ultra Short Duration Monthly IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,,1004.605,Y,Y,1.58359,Open Ended,0.0,2.47663,0.0
49,INF00XX01AM5,ITI Ultra Short Duration Annually IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://www.itiamc.com/downloads,4.0,1260.2004,Y,Y,0.316877,Open Ended,7.5541,6.8449,0.0
50,INF00XX01AQ6,ITI Value Growth Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,4.0,16.3841,Y,Y,15.8835,Open Ended,-3.97776,17.1669,0.0
51,INF00XX01AR4,ITI Value IDCW Payout Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,4.0,16.3841,Y,Y,15.8835,Open Ended,-3.97776,17.1669,0.0
52,INF00XX01AS2,ITI Value IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,4.0,16.3841,Y,Y,15.8835,Open Ended,-3.97776,17.1669,0.0
53,INF00XX01BC4,ITI Dynamic Bond Growth Direct Plan,Debt - Bonds,Moderate Risk,https://www.itiamc.com/downloads,4.0,12.995,Y,Y,1.44561,Open Ended,10.3704,8.10861,0.0
54,INF00XX01BD2,ITI Dynamic Bond Monthly IDCW Reinvest Direct Plan,Debt - Bonds,Moderate Risk,https://www.itiamc.com/downloads,1.0,10.2709,Y,Y,2.72669,Open Ended,6.76295,5.77654,0.0
55,INF00XX01BE0,ITI Dynamic Bond Quarterly IDCW Reinvest Direct Plan,Debt - Bonds,Moderate Risk,https://www.itiamc.com/downloads,4.0,13.018,Y,Y,1.4471,Open Ended,10.4343,8.16943,0.0
56,INF00XX01BF7,ITI Dynamic Bond Half Yearly IDCW Reinvest Direct Plan,Debt - Bonds,Moderate Risk,https://www.itiamc.com/downloads,,10.7987,Y,Y,1.15494,Open Ended,0.0,0.0,0.0
57,INF00XX01BG5,ITI Dynamic Bond Annually IDCW Reinvest Direct Plan,Debt - Bonds,Moderate Risk,https://www.itiamc.com/downloads,4.0,12.9949,Y,Y,1.44563,Open Ended,10.3695,8.10833,0.0
58,INF00XX01BH3,ITI Dynamic Bond Monthly IDCW Payout Direct Plan,Debt - Bonds,Moderate Risk,https://www.itiamc.com/downloads,1.0,10.2709,Y,Y,2.72821,Open Ended,6.76295,5.77654,0.0
59,INF00XX01BI1,ITI Dynamic Bond Quarterly IDCW Payout Direct Plan,Debt - Bonds,Moderate Risk,https://www.itiamc.com/downloads,4.0,13.018,Y,Y,1.44749,Open Ended,10.4343,8.16943,0.0
60,INF00XX01BJ9,ITI Dynamic Bond Half Yearly IDCW Payout Direct Plan,Debt - Bonds,Moderate Risk,https://www.itiamc.com/downloads,,10.7987,Y,Y,1.1556,Open Ended,0.0,1.63605,0.0
61,INF00XX01BK7,ITI Dynamic Bond Annually IDCW Payout Direct Plan,Debt - Bonds,Moderate Risk,https://www.itiamc.com/downloads,4.0,12.9949,Y,Y,1.44635,Open Ended,10.3695,8.10833,0.0
62,INF00XX01BO9,ITI Pharma & Healthcare Growth Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,,16.8867,Y,Y,13.4788,Open Ended,13.0539,18.8633,0.0
63,INF00XX01BP6,ITI Pharma & Healthcare IDCW Payout Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,,16.8867,Y,Y,13.4788,Open Ended,13.0539,18.8633,0.0
64,INF00XX01BQ4,ITI Pharma & Healthcare IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,,16.8867,Y,Y,13.4788,Open Ended,13.0539,18.8633,0.0
65,INF00XX01BU6,ITI Banking & Financial Services Growth Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,4.0,14.8823,Y,Y,15.9851,Open Ended,9.74223,13.3953,0.0
66,INF00XX01BV4,ITI Banking & Financial Services IDCW Payout Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,4.0,14.8823,Y,Y,15.9851,Open Ended,9.74223,13.3953,0.0
67,INF00XX01BW2,ITI Banking & Financial Services IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,4.0,14.8823,Y,Y,15.9851,Open Ended,9.74223,13.3953,0.0
68,INF00XX01CO7,ITI Flexi Cap Growth Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,,16.5829,Y,Y,15.6654,Open Ended,1.75087,0.0,0.0
69,INF00XX01CP4,ITI Flexi Cap IDCW Payout Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,,16.5829,Y,Y,15.6654,Open Ended,1.75087,0.0,0.0
70,INF00XX01CQ2,ITI Flexi Cap IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,,16.5829,Y,Y,15.6654,Open Ended,1.75087,0.0,0.0
71,INF00XX01CS8,ITI Focused Equity Growth Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,,14.2284,Y,Y,16.0031,Open Ended,5.51238,0.0,0.0
72,INF00XX01CT6,ITI Focused Equity IDCW Payout Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,,14.2284,Y,Y,16.0031,Open Ended,5.51238,0.0,0.0
73,INF00XX01CU4,ITI Focused Equity IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,,14.2284,Y,Y,16.0031,Open Ended,5.51238,0.0,0.0
74,INF00XX01DA4,ITI Large & Mid Cap Growth Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,,8.9726,Y,Y,19.3467,Open Ended,0.0,0.0,0.0
75,INF00XX01DB2,ITI Large & Mid Cap IDCW Payout Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,,8.9726,Y,Y,19.3467,Open Ended,0.0,0.0,0.0
76,INF00XX01DC0,ITI Large & Mid Cap IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.itiamc.com/downloads,,8.9726,Y,Y,19.3467,Open Ended,0.0,0.0,0.0
77,INF03VN01019,Whiteoak Capital Liquid Daily IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,,1001.5949,Y,Y,0.0495982,Open Ended,7.28961,6.90268,5.42767
78,INF03VN01027,Whiteoak Capital Liquid Fortnightly IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,,1004.1707,Y,Y,0.978937,Open Ended,7.08461,6.45483,5.102
79,INF03VN01035,Whiteoak Capital Liquid Fortnightly IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,,1004.1707,Y,Y,0.978937,Open Ended,7.08461,6.45483,5.102
80,INF03VN01043,Whiteoak Capital Liquid Growth Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,,1391.9742,Y,Y,0.160683,Open Ended,7.34317,6.6827,5.24195
81,INF03VN01050,Whiteoak Capital Liquid Monthly IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,,1005.8347,Y,Y,1.4336,Open Ended,7.3425,6.68108,5.24139
82,INF03VN01068,Whiteoak Capital Liquid Monthly IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,,1005.8347,Y,Y,1.4336,Open Ended,7.3425,6.68108,5.24139
83,INF03VN01076,Whiteoak Capital Liquid Weekly IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,,1001.7817,Y,Y,0.68827,Open Ended,7.05677,6.34172,5.04375
84,INF03VN01084,Whiteoak Capital Liquid Weekly IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,,1001.7817,Y,Y,0.68827,Open Ended,7.05677,6.34172,5.04375
85,INF03VN01175,Whiteoak Capital Ultra Short Duration Daily IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,3.0,1004.4685,Y,Y,0.0946462,Open Ended,7.23157,6.96738,5.74285
86,INF03VN01183,Whiteoak Capital Ultra Short Duration Fortnightly IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,3.0,1007.4474,Y,Y,1.27343,Open Ended,7.5799,6.60081,5.59074
87,INF03VN01191,Whiteoak Capital Ultra Short Duration Fortnightly IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,3.0,1007.4474,Y,Y,1.27343,Open Ended,7.5799,6.60081,5.59074
88,INF03VN01209,Whiteoak Capital Ultra Short Duration Growth Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,3.0,1386.2849,Y,Y,0.298281,Open Ended,7.56755,6.77563,5.68015
89,INF03VN01217,Whiteoak Capital Ultra Short Duration Monthly IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,3.0,1010.3261,Y,Y,1.79402,Open Ended,7.56714,6.77814,5.68148
90,INF03VN01225,Whiteoak Capital Ultra Short Duration Monthly IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,3.0,1010.3261,Y,Y,1.79402,Open Ended,7.56714,6.77814,5.68148
91,INF03VN01233,Whiteoak Capital Ultra Short Duration Weekly IDCW Payout Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,3.0,1004.4829,Y,Y,0.819369,Open Ended,7.32386,6.47992,5.52458
92,INF03VN01241,Whiteoak Capital Ultra Short Duration Weekly IDCW Reinvest Direct Plan,Debt - Bonds,Low to Moderate Risk,https://mf.whiteoakamc.com/downloads,3.0,1004.4829,Y,Y,0.819369,Open Ended,7.32386,6.47992,5.52458
93,INF03VN01530,Whiteoak Capital Flexi Cap Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,16.317,Y,Y,12.7109,Open Ended,7.61886,0.0,0.0
94,INF03VN01548,Whiteoak Capital Flexi Cap IDCW Reinvest Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,16.317,Y,Y,12.7113,Open Ended,7.61886,0.0,0.0
95,INF03VN01555,Whiteoak Capital Flexi Cap IDCW Payout Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,16.317,Y,Y,12.7113,Open Ended,7.61886,0.0,0.0
96,INF03VN01597,Whiteoak Capital Mid Cap Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,17.504,Y,Y,14.7723,Open Ended,8.48214,0.0,0.0
97,INF03VN01605,Whiteoak Capital Mid Cap IDCW Payout Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,17.504,Y,Y,14.7723,Open Ended,8.48214,0.0,0.0
98,INF03VN01613,Whiteoak Capital Mid Cap IDCW Reinvest Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,17.504,Y,Y,14.7723,Open Ended,8.48214,0.0,0.0
99,INF03VN01621,Whiteoak Capital ELSS Tax Saver Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,16.535,Y,Y,12.999,Open Ended,11.0418,0.0,0.0
100,INF03VN01639,Whiteoak Capital ELSS Tax Saver IDCW Payout Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,16.535,Y,Y,12.999,Open Ended,11.0418,0.0,0.0
101,INF03VN01696,Whiteoak Capital Large Cap Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,14.147,Y,Y,12.5557,Open Ended,7.80043,0.0,0.0
102,INF03VN01704,Whiteoak Capital Large Cap IDCW Payout Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,14.147,Y,Y,12.5557,Open Ended,7.80043,0.0,0.0
103,INF03VN01712,Whiteoak Capital Large Cap IDCW Reinvest Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,14.147,Y,Y,12.5557,Open Ended,7.80043,0.0,0.0
104,INF03VN01738,Whiteoak Capital Balanced Advantage Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,13.861,Y,Y,7.29728,Open Ended,10.0144,0.0,0.0
105,INF03VN01761,Whiteoak Capital Multi Asset Allocation Growth Direct Plan,Debt - Bonds,Moderately High Risk,https://mf.whiteoakamc.com/downloads,,13.61,Y,Y,4.87107,Open Ended,16.0174,0.0,0.0
106,INF03VN01803,Whiteoak Capital Multi Cap Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,13.69,Y,Y,15.3942,Open Ended,8.82521,0.0,0.0
107,INF03VN01829,Whiteoak Capital Balanced Hybrid Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,12.361,Y,Y,8.0886,Open Ended,8.43363,0.0,0.0
108,INF03VN01845,Whiteoak Capital Large & Mid Cap Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,11.969,Y,Y,15.7332,Open Ended,6.84072,0.0,0.0
109,INF03VN01860,Whiteoak Capital Banking & Financial Services Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,11.631,Y,Y,16.3777,Open Ended,14.4368,0.0,0.0
110,INF03VN01886,Whiteoak Capital Pharma & Healthcare Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,13.05,Y,Y,15.7193,Open Ended,25.0075,0.0,0.0
111,INF03VN01902,Whiteoak Capital Special Opportunities Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,11.624,Y,Y,15.5222,Open Ended,0.0,0.0,0.0
112,INF03VN01910,Whiteoak Capital Arbitrage Growth Direct Plan,Equity,Low Risk,https://mf.whiteoakamc.com/downloads,,10.445,Y,Y,0.908069,Open Ended,0.0,0.0,0.0
113,INF03VN01936,Whiteoak Capital Digital Bharat Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,8.961,Y,Y,23.0946,Open Ended,0.0,0.0,0.0
114,INF03VN01951,Whiteoak Capital ESG Best In Class Strategy Growth Direct Plan,Equity,Very High Risk,https://mf.whiteoakamc.com/downloads,,9.611,Y,Y,14.3937,Open Ended,0.0,0.0,0.0
115,INF044D01BU9,Taurus Flexi Cap Growth Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,2.0,219.75,Y,Y,16.6167,Open Ended,-0.87057,10.1092,22.2304
116,INF044D01BV7,Taurus Flexi Cap IDCW Payout Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,2.0,110.87,Y,Y,16.7098,Open Ended,-0.87639,10.1071,22.2349
117,INF044D01BW5,Taurus Flexi Cap IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,2.0,110.87,Y,Y,16.7098,Open Ended,-0.87639,10.1071,22.2349
118,INF044D01BX3,Taurus Largecap Equity Growth Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,1.0,154.59,Y,Y,16.3802,Open Ended,0.13868,10.7667,21.9812
119,INF044D01BY1,Taurus Largecap Equity IDCW Payout Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,1.0,68.1,Y,Y,19.859,Open Ended,0.14993,10.7688,21.9861
120,INF044D01BZ8,Taurus Largecap Equity IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,1.0,68.1,Y,Y,19.859,Open Ended,0.14993,10.7688,21.9861
121,INF044D01CA9,Taurus Discovery Growth Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,2.0,115.95,Y,Y,17.7144,Open Ended,-6.51704,13.2331,26.2013
122,INF044D01CB7,Taurus Discovery IDCW Payout Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,2.0,103.0,Y,Y,17.9912,Open Ended,-6.52194,13.2325,26.2066
123,INF044D01CC5,Taurus Discovery IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,2.0,103.0,Y,Y,17.9912,Open Ended,-6.52194,13.2325,26.2066
124,INF044D01CD3,Taurus Infrastructure Growth Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,2.0,65.97,Y,Y,18.4414,Open Ended,-3.90193,14.6799,27.5638
125,INF044D01CE1,Taurus Infrastructure IDCW Payout Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,2.0,61.44,Y,Y,18.4514,Open Ended,-3.90111,14.6793,27.5515
126,INF044D01CF8,Taurus Infrastructure IDCW Reinvest Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,2.0,61.44,Y,Y,18.4514,Open Ended,-3.90111,14.6793,27.5515
127,INF044D01CG6,Taurus Taxshield Growth Direct Plan,ELSS,Very High Risk,https://www.taurusmutualfund.com/sid,4.0,188.5,Y,Y,15.936,Open Ended,4.49989,14.6199,24.9634
128,INF044D01CH4,Taurus Taxshield IDCW Payout Direct Plan,ELSS,Very High Risk,https://www.taurusmutualfund.com/sid,4.0,86.88,Y,Y,15.9385,Open Ended,4.49713,14.6168,24.9643
129,INF044D01CJ0,Taurus Ethical Growth Direct Plan,Equity,Very High Risk,https://www.taurusmutualfund.com/sid,3.0,133.46,Y,Y,14.0469,Open Ended,-1.9593,11.7569,23.6317
